File Name,File Version,Update Date,Region Code,State Code,Date Type,Date,Population age 18-64*,SSA Disability Beneficiaries  age 18-64*,Percent of Adult Population Receiving SSA Adult Disability Benefits,Eligible Adult Population*,Adult Receipts,Eligible Adult Population Filing Rate,Favorable Adult Determinations,Eligible Adult Population Allowance Rate,All Adult Determinations,Adult Favorable  Determination Rate,Population under age 18*,SSI Disabled Child (DC) Beneficiaries*,Percent of Population under age 18 Receiving SSI DC Benefits,Eligible Child Population*,SSI Disabled Child (DC) Receipts,Eligible Child Population Filing Rate,Favorable SSI Child (DC) Determinations,Eligible Child Population Allowance Rate,All SSI Disabled Child Determinations,SSI Disabled Child Allowance Rate,All Determinations,All Favorable Determinations,Favorable Determination Rate
SSA-SA-FYWL.csv,2,3/13/2023,CHI,WI ,FY,2018,3620084,221405,6.12,3398679,31568,0.93,10338,0.3,30662,33.72,1276101,20741,1.63,1255360,5565,0.44,2945,0.23,5431,54.23,36093,13283,36.8
SSA-SA-FYWL.csv,2,3/13/2023,PHL,WV ,FY,2018,1105649,130207,11.78,975442,17361,1.78,4877,0.5,17510,27.85,364160,7425,2.04,356735,2091,0.59,969,0.27,2060,47.04,19570,5846,29.87
SSA-SA-FYWL.csv,2,3/13/2023,DEN,WY ,FY,2018,352077,17077,4.85,335000,1462,0.44,803,0.24,1601,50.16,134775,915,0.68,133860,201,0.15,138,0.1,210,65.71,1811,941,51.96
SSA-SA-FYWL.csv,2,3/13/2023,SEA,AK ,FY,2019,440543,18324,4.16,422209,3643,0.86,1328,0.31,2977,44.61,1088286,1171,0.11,1067363,321,0.03,227,0.02,282,80.5,3259,1555,47.71
SSA-SA-FYWL.csv,2,3/13/2023,ATL,AL ,FY,2019,2951224,308385,10.45,2642849,50183,1.9,16209,0.61,49218,32.93,179983,20923,11.62,178812,7472,4.18,2800,1.57,7662,36.54,56880,19009,33.42
SSA-SA-FYWL.csv,2,3/13/2023,DAL,AR ,FY,2019,1788505,183706,10.27,1604797,29403,1.83,9438,0.59,29087,32.45,1640226,24335,1.48,1623313,7348,0.45,3316,0.2,7726,42.92,36813,12754,34.65
SSA-SA-FYWL.csv,2,3/13/2023,SFO,AZ ,FY,2019,4310231,207628,4.82,4102494,36027,0.88,9599,0.23,34228,28.04,700155,16913,2.42,675820,5008,0.74,2458,0.36,4673,52.6,38901,12057,30.99
SSA-SA-FYWL.csv,2,3/13/2023,SFO,CA ,FY,2019,24623577,1053177,4.28,23571002,183157,0.78,59940,0.25,176504,33.96,8894449,98943,1.11,8795506,24863,0.28,13588,0.15,24297,55.92,200801,73528,36.62
SSA-SA-FYWL.csv,2,3/13/2023,DEN,CO ,FY,2019,3620867,132836,3.67,3487999,19651,0.56,5748,0.16,14697,39.11,1259516,8473,0.67,1251043,2192,0.18,1491,0.12,2088,71.41,16785,7239,43.13
SSA-SA-FYWL.csv,2,3/13/2023,BOS,CT ,FY,2019,2200698,114910,5.22,2085780,21100,1.01,6710,0.32,19130,35.08,727440,8568,1.18,718872,2773,0.39,1246,0.17,2625,47.47,21755,7956,36.57
SSA-SA-FYWL.csv,2,3/13/2023,PHL,DC ,FY,2019,486059,27526,5.66,458554,4402,0.96,1544,0.34,4507,34.26,203572,3691,1.81,200249,1228,0.61,492,0.25,1160,42.41,5667,2036,35.93
SSA-SA-FYWL.csv,2,3/13/2023,PHL,DE ,FY,2019,577866,35590,6.16,542287,5713,1.05,1699,0.31,4629,36.7,128168,3323,2.59,124477,1116,0.9,426,0.34,1007,42.3,5636,2125,37.7
SSA-SA-FYWL.csv,2,3/13/2023,ATL,FL ,FY,2019,12682583,760904,6,11921585,135384,1.14,42401,0.36,128777,32.93,4229919,97114,2.3,4132805,31174,0.75,15040,0.36,30801,48.83,159578,57441,36
SSA-SA-FYWL.csv,2,3/13/2023,ATL,GA ,FY,2019,6533791,409560,6.27,6124199,45909,0.75,16432,0.27,46210,35.56,2503664,42070,1.68,2461594,14596,0.59,4534,0.18,11790,38.46,58000,20966,36.15
SSA-SA-FYWL.csv,2,3/13/2023,SFO,HI ,FY,2019,802274,31643,3.94,770616,6257,0.81,2107,0.27,6096,34.56,299867,1214,0.4,298653,343,0.11,188,0.06,365,51.51,6461,2295,35.52
SSA-SA-FYWL.csv,2,3/13/2023,KCM,IA ,FY,2019,1873474,105279,5.62,1768212,17911,1.01,6799,0.38,17011,39.97,448201,8202,1.83,443211,2906,0.66,1692,0.38,3044,55.58,20055,8491,42.34
SSA-SA-FYWL.csv,2,3/13/2023,SEA,ID ,FY,2019,1044658,61024,5.84,983645,10480,1.07,3880,0.39,9521,40.75,2817739,4990,0.18,2783035,1414,0.05,963,0.03,1321,72.9,10842,4843,44.67
SSA-SA-FYWL.csv,2,3/13/2023,CHI,IL ,FY,2019,7783138,413579,5.31,7369612,66294,0.9,22414,0.3,61994,36.16,1567974,34704,2.21,1546254,10216,0.66,4691,0.3,9976,47.02,71970,27105,37.66
SSA-SA-FYWL.csv,2,3/13/2023,CHI,IN ,FY,2019,4075662,273433,6.71,3802158,45681,1.2,14078,0.37,46294,30.41,726841,21720,2.99,718639,7453,1.04,3076,0.43,7594,40.51,53888,17154,31.83
SSA-SA-FYWL.csv,2,3/13/2023,KCM,KS ,FY,2019,1714839,96100,5.6,1618732,6476,0.4,3170,0.2,6417,49.4,700250,8388,1.2,691862,2527,0.37,1539,0.22,2460,62.56,8877,4709,53.05
SSA-SA-FYWL.csv,2,3/13/2023,ATL,KY ,FY,2019,2697452,284393,10.54,2413069,41447,1.72,11607,0.48,39675,29.26,1002871,24396,2.43,978475,7571,0.77,3490,0.36,7521,46.4,47196,15097,31.99
SSA-SA-FYWL.csv,2,3/13/2023,DAL,LA ,FY,2019,2804214,245947,8.77,2558290,25751,1.01,11569,0.45,27529,42.02,1087630,31887,2.93,1055743,7465,0.71,3919,0.37,8904,44.01,36433,15488,42.51
SSA-SA-FYWL.csv,2,3/13/2023,BOS,MA ,FY,2019,4365440,280447,6.42,4084897,38508,0.94,14537,0.36,36046,40.33,248842,21273,8.55,244965,5798,2.37,3281,1.34,5504,59.61,41550,17818,42.88
SSA-SA-FYWL.csv,2,3/13/2023,PHL,MD ,FY,2019,3716546,189787,5.11,3526751,34177,0.97,10469,0.3,32904,31.82,1334687,18972,1.42,1315715,5566,0.42,3144,0.24,5529,56.86,38433,13613,35.42
SSA-SA-FYWL.csv,2,3/13/2023,BOS,ME ,FY,2019,808738,75931,9.39,732813,9305,1.27,3042,0.42,8094,37.58,1352799,3877,0.29,1331526,929,0.07,495,0.04,844,58.65,8938,3537,39.57
SSA-SA-FYWL.csv,2,3/13/2023,CHI,MI ,FY,2019,6073814,485179,7.99,5588693,68065,1.22,24462,0.44,62290,39.27,2143933,34956,1.63,2108977,10514,0.5,5057,0.24,10052,50.31,72342,29519,40.8
SSA-SA-FYWL.csv,2,3/13/2023,CHI,MN ,FY,2019,3413955,166301,4.87,3247678,25517,0.79,9441,0.29,25009,37.75,1303157,12216,0.94,1290941,3049,0.24,1874,0.15,2900,64.62,27909,11315,40.54
SSA-SA-FYWL.csv,2,3/13/2023,KCM,MO ,FY,2019,3686014,282926,7.68,3403061,54358,1.6,19125,0.56,49667,38.51,698580,19391,2.78,680018,5560,0.82,2938,0.43,5447,53.94,55114,22063,40.03
SSA-SA-FYWL.csv,2,3/13/2023,ATL,MS ,FY,2019,1776820,182928,10.3,1593889,32285,2.03,8276,0.52,30696,26.96,1370506,18562,1.35,1351115,8112,0.6,2579,0.19,7788,33.12,38484,10855,28.21
SSA-SA-FYWL.csv,2,3/13/2023,DEN,MT ,FY,2019,630192,35117,5.57,595084,5207,0.88,1512,0.25,3871,39.06,228588,2134,0.93,226454,559,0.25,292,0.13,468,62.39,4339,1804,41.58
SSA-SA-FYWL.csv,2,3/13/2023,ATL,NC ,FY,2019,6338825,433805,6.84,5904955,67178,1.14,21192,0.36,65910,32.15,476074,35198,7.39,472201,11081,2.35,4903,1.04,11200,43.78,77110,26095,33.84
SSA-SA-FYWL.csv,2,3/13/2023,DEN,ND ,FY,2019,454872,18639,4.1,436229,2296,0.53,1026,0.24,2214,46.34,692639,1148,0.17,683217,360,0.05,261,0.04,368,70.92,2582,1287,49.85
SSA-SA-FYWL.csv,2,3/13/2023,KCM,NE ,FY,2019,1139271,56687,4.98,1082562,9189,0.85,3894,0.36,8576,45.41,255253,3873,1.52,253129,1302,0.51,755,0.3,1246,60.59,9822,4649,47.33
SSA-SA-FYWL.csv,2,3/13/2023,BOS,NH ,FY,2019,849289,58204,6.85,791089,7558,0.96,3924,0.5,7616,51.52,1938566,2124,0.11,1914656,562,0.03,380,0.02,557,68.22,8173,4304,52.66
SSA-SA-FYWL.csv,2,3/13/2023,NYC,NJ ,FY,2019,5458695,268861,4.93,5190078,40848,0.79,15464,0.3,39887,38.77,475838,23910,5.02,468227,6766,1.45,3474,0.74,6994,49.67,46881,18938,40.4
SSA-SA-FYWL.csv,2,3/13/2023,DAL,NM ,FY,2019,1231730,92125,7.48,1139594,12247,1.07,3827,0.34,11678,32.77,4028289,7611,0.19,3947846,1687,0.04,933,0.02,1640,56.89,13318,4760,35.74
SSA-SA-FYWL.csv,2,3/13/2023,SFO,NV ,FY,2019,1880718,88733,4.72,1791932,14731,0.82,4238,0.24,13612,31.13,2300691,9422,0.41,2265493,2668,0.12,1211,0.05,2490,48.63,16102,5449,33.84
SSA-SA-FYWL.csv,2,3/13/2023,NYC,NY ,FY,2019,12104182,748172,6.18,11356320,107954,0.95,38873,0.34,102750,37.83,180170,80443,44.65,179022,18153,10.14,9915,5.54,17524,56.58,120274,48788,40.56
SSA-SA-FYWL.csv,2,3/13/2023,CHI,OH ,FY,2019,7056002,518086,7.34,6537840,80259,1.23,27955,0.43,76372,36.6,2578019,43510,1.69,2534509,14422,0.57,6374,0.25,14984,42.54,91356,34329,37.58
SSA-SA-FYWL.csv,2,3/13/2023,DAL,OK ,FY,2019,2350210,176907,7.53,2173271,40938,1.88,10451,0.48,37038,28.22,952187,15318,1.61,936869,5652,0.6,2392,0.26,5219,45.83,42257,12843,30.39
SSA-SA-FYWL.csv,2,3/13/2023,SEA,OR ,FY,2019,2582536,151342,5.86,2431173,21049,0.87,6852,0.28,18951,36.16,866562,10363,1.2,856199,2303,0.27,1858,0.22,2486,74.74,21437,8710,40.63
SSA-SA-FYWL.csv,2,3/13/2023,PHL,PA ,FY,2019,7767712,578510,7.45,7189003,89016,1.24,33730,0.47,85445,39.48,2634613,59725,2.27,2574888,17647,0.69,8217,0.32,17601,46.68,103046,41947,40.71
SSA-SA-FYWL.csv,2,3/13/2023,NYC,PR ,FY,2019,1941307,165207,8.51,1776100,8360,0.47,4969,0.28,10897,45.6,0,0,0,0,0,0,0,0,0,,10897,4969,45.6
SSA-SA-FYWL.csv,2,3/13/2023,BOS,RI ,FY,2019,663400,52497,7.91,610932,7265,1.19,2718,0.44,6624,41.03,204484,3701,1.81,200783,1073,0.53,529,0.26,987,53.6,7611,3247,42.66
SSA-SA-FYWL.csv,2,3/13/2023,ATL,SC ,FY,2019,3059312,233111,7.62,2826174,37696,1.33,12705,0.45,36440,34.87,1110891,17540,1.58,1093351,6703,0.61,2525,0.23,6897,36.61,43337,15230,35.14
SSA-SA-FYWL.csv,2,3/13/2023,DEN,SD ,FY,2019,512224,25464,4.97,486740,3590,0.74,1210,0.25,3259,37.13,217101,2223,1.02,214878,732,0.34,385,0.18,574,67.07,3833,1595,41.61
SSA-SA-FYWL.csv,2,3/13/2023,ATL,TN ,FY,2019,4155134,335961,8.09,3819166,46888,1.23,13326,0.35,42801,31.13,1510050,21946,1.45,1488104,7614,0.51,3278,0.22,6902,47.49,49703,16604,33.41
SSA-SA-FYWL.csv,2,3/13/2023,DAL,TX ,FY,2019,17747284,825674,4.65,16921361,154094,0.91,46358,0.27,149520,31,7399719,127990,1.73,7271729,34395,0.47,17558,0.24,34537,50.84,184057,63916,34.73
SSA-SA-FYWL.csv,2,3/13/2023,DEN,UT ,FY,2019,1904064,64286,3.38,1839761,8280,0.45,3431,0.19,8690,39.48,931184,5060,0.54,926124,1485,0.16,1059,0.11,1526,69.4,10216,4490,43.95
SSA-SA-FYWL.csv,2,3/13/2023,PHL,VA ,FY,2019,5200545,286359,5.51,4914147,42942,0.87,15916,0.32,37492,42.45,114005,22070,19.36,112649,6812,6.05,3426,3.04,6696,51.16,44188,19342,43.77
SSA-SA-FYWL.csv,2,3/13/2023,BOS,VT ,FY,2019,384373,29628,7.71,354780,4431,1.25,1938,0.55,4370,44.35,1860793,1356,0.07,1838723,337,0.02,225,0.01,314,71.66,4684,2163,46.18
SSA-SA-FYWL.csv,2,3/13/2023,SEA,WA ,FY,2019,4689917,245862,5.24,4444040,43087,0.97,15306,0.34,42316,36.17,1663059,16308,0.98,1646751,5069,0.31,2997,0.18,4869,61.55,47185,18303,38.79
SSA-SA-FYWL.csv,2,3/13/2023,CHI,WI ,FY,2019,3535593,219858,6.22,3315719,32211,0.97,11533,0.35,31366,36.77,359567,20513,5.7,352393,5301,1.5,3129,0.89,5342,58.57,36708,14662,39.94
SSA-SA-FYWL.csv,2,3/13/2023,PHL,WV ,FY,2019,1064598,126965,11.93,937653,17033,1.82,4802,0.51,16015,29.98,1266596,7174,0.57,1246083,1819,0.15,895,0.07,1830,48.91,17845,5697,31.92
SSA-SA-FYWL.csv,2,3/13/2023,DEN,WY ,FY,2019,342752,16997,4.96,325744,2423,0.74,928,0.28,1704,54.46,133734,898,0.67,132836,240,0.18,149,0.11,217,68.66,1921,1077,56.06
SSA-SA-FYWL.csv,2,3/13/2023,SEA,AK ,FY,2020,486940,18135,3.72,468802,2212,0.47,1278,0.27,2403,53.18,178731,1151,0.64,177580,222,0.13,195,0.11,250,78,2653,1473,55.52
SSA-SA-FYWL.csv,2,3/13/2023,ATL,AL ,FY,2020,3003328,300526,10.01,2702811,45026,1.67,13160,0.49,40756,32.29,1087261,20690,1.9,1066571,6254,0.59,2414,0.23,6305,38.29,47061,15574,33.09
SSA-SA-FYWL.csv,2,3/13/2023,DAL,AR ,FY,2020,1827226,180773,9.89,1646445,27337,1.66,8791,0.53,26730,32.89,699714,23802,3.4,675912,5893,0.87,2914,0.43,6237,46.72,32967,11705,35.51
SSA-SA-FYWL.csv,2,3/13/2023,SFO,AZ ,FY,2020,4526491,204844,4.53,4321562,29920,0.69,8824,0.2,27850,31.68,1646413,16776,1.02,1629637,4675,0.29,2487,0.15,4778,52.05,32628,11311,34.67
SSA-SA-FYWL.csv,2,3/13/2023,SFO,CA ,FY,2020,25552778,1018410,3.99,24535016,177907,0.73,59334,0.24,159107,37.29,8791042,94992,1.08,8696050,20401,0.23,11477,0.13,19311,59.43,178418,70811,39.69
SSA-SA-FYWL.csv,2,3/13/2023,DEN,CO ,FY,2020,3792234,128408,3.39,3663815,18700,0.51,5799,0.16,15557,37.28,1250032,8305,0.66,1241727,1986,0.16,1321,0.11,1852,71.33,17409,7120,40.9
SSA-SA-FYWL.csv,2,3/13/2023,BOS,CT ,FY,2020,2242773,113309,5.05,2129448,18769,0.88,6826,0.32,17730,38.5,718952,8614,1.2,710338,2241,0.32,1167,0.16,2249,51.89,19979,7993,40.01
SSA-SA-FYWL.csv,2,3/13/2023,PHL,DC ,FY,2020,508106,26376,5.19,481747,6472,1.34,1532,0.32,4733,32.37,129588,3568,2.75,126020,1017,0.81,489,0.39,1036,47.2,5769,2021,35.03
SSA-SA-FYWL.csv,2,3/13/2023,PHL,DE ,FY,2020,598831,35138,5.87,563707,5098,0.9,1779,0.32,4532,39.25,204656,3292,1.61,201364,951,0.47,342,0.17,820,41.71,5352,2121,39.63
SSA-SA-FYWL.csv,2,3/13/2023,ATL,FL ,FY,2020,13116128,750312,5.72,12365676,133229,1.08,38215,0.31,111977,34.13,4250722,96919,2.28,4153803,27811,0.67,13013,0.31,26012,50.03,137989,51228,37.12
SSA-SA-FYWL.csv,2,3/13/2023,ATL,GA ,FY,2020,6763217,402576,5.95,6360628,43393,0.68,14783,0.23,36159,40.88,2499735,42750,1.71,2456985,13533,0.55,5358,0.22,13412,39.95,49571,20141,40.63
SSA-SA-FYWL.csv,2,3/13/2023,SFO,HI ,FY,2020,1096206,30948,2.82,1065248,5891,0.55,2091,0.2,5796,36.08,295817,1170,0.4,294647,309,0.1,195,0.07,317,61.51,6113,2286,37.4
SSA-SA-FYWL.csv,2,3/13/2023,KCM,IA ,FY,2020,1902326,104377,5.49,1797954,18423,1.02,7221,0.4,16534,43.67,725559,8153,1.12,717406,2574,0.36,1449,0.2,2345,61.79,18879,8670,45.92
SSA-SA-FYWL.csv,2,3/13/2023,SEA,ID ,FY,2020,1095747,60513,5.52,1035220,9729,0.94,3439,0.33,7958,43.21,451043,4793,1.06,446250,1104,0.25,734,0.16,1019,72.03,8977,4173,46.49
SSA-SA-FYWL.csv,2,3/13/2023,CHI,IL ,FY,2020,7861963,402549,5.12,7459448,54915,0.74,18479,0.25,46976,39.34,2777835,33913,1.22,2743922,8299,0.3,3788,0.14,7327,51.7,54303,22267,41.01
SSA-SA-FYWL.csv,2,3/13/2023,CHI,IN ,FY,2020,4146685,268194,6.47,3878500,45764,1.18,11993,0.31,37550,31.94,1566439,21617,1.38,1544822,6996,0.45,2655,0.17,6204,42.79,43754,14648,33.48
SSA-SA-FYWL.csv,2,3/13/2023,KCM,KS ,FY,2020,1775835,94317,5.31,1681488,7540,0.45,2931,0.17,4809,60.95,696746,8379,1.2,688367,2349,0.34,1417,0.21,2110,67.16,6919,4348,62.84
SSA-SA-FYWL.csv,2,3/13/2023,ATL,KY ,FY,2020,2748320,277080,10.08,2471250,39685,1.61,10791,0.44,34459,31.32,1001917,23563,2.35,978354,5861,0.6,2861,0.29,5723,49.99,40182,13652,33.98
SSA-SA-FYWL.csv,2,3/13/2023,DAL,LA ,FY,2020,2840609,239487,8.43,2601121,26303,1.01,9856,0.38,25588,38.52,1081280,31094,2.88,1050186,7494,0.71,3266,0.31,7404,44.11,32992,13122,39.77
SSA-SA-FYWL.csv,2,3/13/2023,BOS,MA ,FY,2020,4460035,272352,6.11,4187603,34178,0.82,14213,0.34,32594,43.61,1341522,20936,1.56,1320586,4798,0.36,2953,0.22,4867,60.67,37461,17166,45.82
SSA-SA-FYWL.csv,2,3/13/2023,PHL,MD ,FY,2020,3833865,185357,4.83,3648540,30785,0.84,9073,0.25,25558,35.5,1333919,18677,1.4,1315242,4529,0.34,2552,0.19,4203,60.72,29761,11625,39.06
SSA-SA-FYWL.csv,2,3/13/2023,BOS,ME ,FY,2020,821702,73916,9,747811,9279,1.24,3274,0.44,9391,34.86,248168,3729,1.5,244439,742,0.3,454,0.19,796,57.04,10187,3728,36.6
SSA-SA-FYWL.csv,2,3/13/2023,CHI,MI ,FY,2020,6166127,471606,7.65,5694506,64049,1.12,23546,0.41,58983,39.92,2126813,34162,1.61,2092651,8990,0.43,4527,0.22,8952,50.57,67935,28073,41.32
SSA-SA-FYWL.csv,2,3/13/2023,CHI,MN ,FY,2020,3483629,164782,4.73,3318849,25071,0.76,10454,0.31,24081,43.41,1301219,11757,0.9,1289462,2575,0.2,1721,0.13,2633,65.36,26714,12175,45.58
SSA-SA-FYWL.csv,2,3/13/2023,KCM,MO ,FY,2020,3766212,276103,7.33,3490077,49860,1.43,18860,0.54,47493,39.71,1371350,19199,1.4,1352151,5191,0.38,2797,0.21,4936,56.67,52429,21657,41.31
SSA-SA-FYWL.csv,2,3/13/2023,ATL,MS ,FY,2020,1792935,178520,9.96,1614431,29947,1.85,7953,0.49,27890,28.52,693130,18376,2.65,674754,6736,1,2503,0.37,7009,35.71,34899,10456,29.96
SSA-SA-FYWL.csv,2,3/13/2023,DEN,MT ,FY,2020,654813,34656,5.29,620155,4324,0.7,1786,0.29,4172,42.81,229683,2037,0.89,227646,465,0.2,335,0.15,538,62.27,4710,2121,45.03
SSA-SA-FYWL.csv,2,3/13/2023,ATL,NC ,FY,2020,6613461,428534,6.48,6184902,65877,1.07,21045,0.34,63723,33.03,2306377,34808,1.51,2271569,9537,0.42,4900,0.22,10736,45.64,74459,25945,34.84
SSA-SA-FYWL.csv,2,3/13/2023,DEN,ND ,FY,2020,469623,18524,3.94,451099,2281,0.51,1041,0.23,2237,46.54,181628,1149,0.63,180479,317,0.18,227,0.13,309,73.46,2546,1268,49.8
SSA-SA-FYWL.csv,2,3/13/2023,KCM,NE ,FY,2020,1165872,56084,4.81,1109775,9375,0.84,4111,0.37,8386,49.02,475015,3957,0.83,471058,1200,0.25,772,0.16,1144,67.48,9530,4883,51.24
SSA-SA-FYWL.csv,2,3/13/2023,BOS,NH ,FY,2020,863755,56607,6.55,807151,7514,0.93,3240,0.4,5565,58.22,253134,1997,0.79,251137,431,0.17,275,0.11,384,71.61,5949,3515,59.09
SSA-SA-FYWL.csv,2,3/13/2023,NYC,NJ ,FY,2020,5552757,260754,4.7,5292229,39194,0.74,14487,0.27,34975,41.42,1934523,23278,1.2,1911245,6078,0.32,3139,0.16,5808,54.05,40783,17626,43.22
SSA-SA-FYWL.csv,2,3/13/2023,DAL,NM ,FY,2020,1275551,89921,7.05,1185642,14270,1.2,3944,0.33,11567,34.1,472491,7427,1.57,465064,2015,0.43,931,0.2,1601,58.15,13168,4875,37.02
SSA-SA-FYWL.csv,2,3/13/2023,SFO,NV ,FY,2020,2006990,87447,4.36,1919487,12938,0.67,4214,0.22,11866,35.51,697580,9292,1.33,688288,2255,0.33,1090,0.16,2257,48.29,14123,5304,37.56
SSA-SA-FYWL.csv,2,3/13/2023,NYC,NY ,FY,2020,12283295,727438,5.92,11556103,97234,0.84,36339,0.31,84097,43.21,3988344,76729,1.92,3911615,13943,0.36,8056,0.21,13531,59.54,97628,44395,45.47
SSA-SA-FYWL.csv,2,3/13/2023,CHI,OH ,FY,2020,7172969,508977,7.1,6663976,78268,1.17,28623,0.43,73129,39.14,2568641,43041,1.68,2525600,12015,0.48,5392,0.21,11729,45.97,84858,34015,40.08
SSA-SA-FYWL.csv,2,3/13/2023,DAL,OK ,FY,2020,2510253,175061,6.97,2335124,36935,1.58,9460,0.41,33496,28.24,953467,15030,1.58,938437,4453,0.47,2105,0.22,4547,46.29,38043,11565,30.4
SSA-SA-FYWL.csv,2,3/13/2023,SEA,OR ,FY,2020,2696516,147743,5.48,2548765,17519,0.69,6054,0.24,15917,38.03,860778,9997,1.16,850781,2005,0.24,1350,0.16,1775,76.06,17692,7404,41.85
SSA-SA-FYWL.csv,2,3/13/2023,PHL,PA ,FY,2020,7862939,564558,7.18,7298241,81458,1.12,31601,0.43,79196,39.9,2620757,57821,2.21,2562936,14460,0.56,6609,0.26,14549,45.43,93745,38210,40.76
SSA-SA-FYWL.csv,2,3/13/2023,NYC,PR ,FY,2020,1916445,158314,8.26,1758131,9505,0.54,4331,0.25,9192,47.12,0,0,0,0,0,0,0,0,0,,9192,4331,47.12
SSA-SA-FYWL.csv,2,3/13/2023,BOS,RI ,FY,2020,681003,51408,7.55,629624,6206,0.99,2849,0.45,6482,43.95,201838,3649,1.81,198189,861,0.43,506,0.26,932,54.29,7414,3355,45.25
SSA-SA-FYWL.csv,2,3/13/2023,ATL,SC ,FY,2020,3175909,228305,7.19,2947584,38522,1.31,11841,0.4,31288,37.85,1117632,17516,1.57,1100116,6218,0.57,2353,0.21,5800,40.57,37088,14194,38.27
SSA-SA-FYWL.csv,2,3/13/2023,DEN,SD ,FY,2020,527590,25136,4.76,502454,3307,0.66,1072,0.21,2534,42.3,218479,2240,1.03,216239,564,0.26,447,0.21,656,68.14,3190,1519,47.62
SSA-SA-FYWL.csv,2,3/13/2023,ATL,TN ,FY,2020,4263156,328836,7.71,3934233,39433,1,12418,0.32,33582,36.98,1513400,22315,1.47,1491085,8308,0.56,3271,0.22,6807,48.05,40389,15689,38.84
SSA-SA-FYWL.csv,2,3/13/2023,DAL,TX ,FY,2020,18383024,811621,4.42,17571182,152257,0.87,42843,0.24,132457,32.34,7435043,123974,1.67,7311069,31246,0.43,15414,0.21,29634,52.01,162091,58257,35.94
SSA-SA-FYWL.csv,2,3/13/2023,DEN,UT ,FY,2020,1986294,63876,3.22,1922376,9741,0.51,2999,0.16,6681,44.89,929276,4812,0.52,924464,1273,0.14,794,0.09,1096,72.45,7777,3793,48.77
SSA-SA-FYWL.csv,2,3/13/2023,PHL,VA ,FY,2020,5474111,282221,5.16,5191807,39975,0.77,16424,0.32,38895,42.23,1866365,21851,1.17,1844514,5684,0.31,2939,0.16,5773,50.91,44668,19363,43.35
SSA-SA-FYWL.csv,2,3/13/2023,BOS,VT ,FY,2020,388671,29048,7.47,359652,3955,1.1,1585,0.44,3565,44.46,113166,1343,1.19,111823,330,0.3,220,0.2,324,67.9,3889,1805,46.41
SSA-SA-FYWL.csv,2,3/13/2023,SEA,WA ,FY,2020,5003806,237464,4.75,4766322,37012,0.78,12344,0.26,31313,39.42,1665792,15866,0.95,1649926,4226,0.26,2487,0.15,3897,63.82,35210,14831,42.12
SSA-SA-FYWL.csv,2,3/13/2023,CHI,WI ,FY,2020,3586210,216146,6.03,3370058,32555,0.97,11006,0.33,29309,37.55,1258520,20208,1.61,1238312,4719,0.38,2779,0.22,4557,60.98,33866,13785,40.7
SSA-SA-FYWL.csv,2,3/13/2023,PHL,WV ,FY,2020,1070855,122675,11.46,948185,16415,1.73,4228,0.45,13009,32.5,356267,6816,1.91,349451,1580,0.45,707,0.2,1343,52.64,14352,4935,34.39
SSA-SA-FYWL.csv,2,3/13/2023,DEN,WY ,FY,2020,352447,16878,4.79,335556,2767,0.82,1208,0.36,2233,54.1,133091,846,0.64,132245,160,0.12,85,0.06,144,59.03,2377,1293,54.4
SSA-SA-FYWL.csv,2,9/23/2025,SEA,AK ,FY,2021,435174,17318,3.98,417856,969,0.23,728,0.17,1371,53.1,178829,1052,0.59,177777,166,0.09,146,0.08,175,83.43,1546,874,56.53
SSA-SA-FYWL.csv,2,9/23/2025,ATL,AL ,FY,2021,3027801,286083,9.45,2741718,43865,1.6,11400,0.42,36011,31.66,1128067,19372,1.72,1108695,5555,0.5,2004,0.18,4771,42,40782,13404,32.87
SSA-SA-FYWL.csv,2,9/23/2025,DAL,AR ,FY,2021,1793173,174186,9.71,1618987,21168,1.31,6182,0.38,18285,33.81,705225,22016,3.12,683209,4846,0.71,2039,0.3,4513,45.18,22798,8221,36.06
SSA-SA-FYWL.csv,2,9/23/2025,SFO,AZ ,FY,2021,4303245,196295,4.56,4106950,34341,0.84,7916,0.19,27395,28.9,1597825,15479,0.97,1582346,3973,0.25,1810,0.11,3553,50.94,30948,9726,31.43
SSA-SA-FYWL.csv,2,9/23/2025,SFO,CA ,FY,2021,24285330,963100,3.97,23322230,141551,0.61,52478,0.23,154947,33.87,8735792,87530,1,8648262,16746,0.19,10603,0.12,17832,59.46,172779,63081,36.51
SSA-SA-FYWL.csv,2,9/23/2025,DEN,CO ,FY,2021,3647736,121499,3.33,3526237,17970,0.51,4821,0.14,15505,31.09,1244434,7655,0.62,1236779,1677,0.14,1173,0.09,1695,69.2,17200,5994,34.85
SSA-SA-FYWL.csv,2,9/23/2025,BOS,CT ,FY,2021,2220006,109646,4.94,2110360,17298,0.82,6632,0.31,17178,38.61,732551,8262,1.13,724289,1926,0.27,1098,0.15,1997,54.98,19175,7730,40.31
SSA-SA-FYWL.csv,2,9/23/2025,PHL,DC ,FY,2021,455112,24880,5.47,430232,6460,1.5,1829,0.43,7204,25.39,125330,3316,2.65,122014,1003,0.82,371,0.3,980,37.86,8184,2200,26.88
SSA-SA-FYWL.csv,2,9/23/2025,PHL,DE ,FY,2021,591128,33609,5.69,557519,4933,0.88,1557,0.28,4269,36.47,209920,2908,1.39,207012,839,0.41,319,0.15,722,44.18,4991,1876,37.59
